npi1,npi2,paircount,benecount,samedaycount
1003845041,1891999272,78,17,0
1003845041,1952383226,38,19,0
1003846197,1043451180,125,11,2
1003846197,1053543074,734,21,4
1003846197,1093770489,779,36,14
1003846197,1376613208,708,34,4
1003846197,1396705539,5269,65,409
1003846197,1891847513,51,11,3
1003860164,1083887749,55,15,0
1003860164,1093835829,44,13,6
1003860164,1356772024,129,27,26
1003860164,1396858155,172,28,49
1003860164,1417934563,101,15,3
1003860164,1437368891,92,17,1
1003860164,1497851612,60,22,23
1003860164,1528062429,109,23,16
1003863671,1033144639,76,19,25
1003863671,1063567691,227,15,21
1003863671,1245271998,40,13,8
1003863671,1356366090,36,11,7
1003863671,1386677284,67,22,10
1003863671,1437368891,1597,80,205
1003863671,1447352034,92,11,0
1003863671,1508803867,56,13,9
1003863671,1558570648,144,38,36
1003863671,1942284765,280,17,42
1003863671,1952326647,63,14,10
1003872748,1043451180,448,68,83
1003872748,1053320531,80,11,8
1003872748,1053458257,155,31,51
1003872748,1053487587,266,11,0
1003872748,1053543074,116,19,2
1003872748,1083680789,94,20,15
1003872748,1093770489,922,77,57
1003872748,1093887358,166,15,1
1003872748,1154375764,100,38,36
1003872748,1154487817,681,131,259
1003872748,1164428371,711,87,14
1003872748,1215913801,192,16,18
1003872748,1215939871,47,11,5
1003872748,1245382969,66,24,0
1003872748,1275502684,465,71,8
1003872748,1336570506,54,12,3
1003872748,1346301728,77,17,0
1003872748,1376613208,290,38,2
1003872748,1396705539,6316,354,1078
1003872748,1407887763,578,70,30
1003872748,1417042912,49,14,0
1003872748,1437368891,204,16,2
1003872748,1477582419,43,20,0
1003872748,1508878885,112,19,1
1003872748,1528134046,92,12,0
1003872748,1538458138,405,58,6
1003872748,1548291396,725,82,43
1003872748,1720062524,81,12,0
1003872748,1730269341,202,40,8
1003872748,1760427082,122,33,0
1003872748,1770552994,218,61,22
1003872748,1770581084,982,43,114
1003872748,1780676783,765,67,25
1003872748,1790711992,823,62,16
1003872748,1790814291,72,13,16
1003872748,1851336176,150,21,0
1003872748,1871754473,48,14,6
1003872748,1891847513,66,24,0
1003872748,1922205582,436,75,67
1003879693,1396705539,1901,39,136
1003879693,1790715886,511,17,10
1003881517,1053363119,83,16,13
1003881517,1528006020,53,15,6
1003884321,1023069622,53,13,5
1003884321,1053363119,841,53,79
1003884321,1528006020,44,12,1
1003884321,1669440343,352,25,19
1003884321,1952348047,87,13,3
1003893611,1013003938,45,12,0
1003893611,1023046638,120,17,1
1003893611,1023339348,187,21,0
1003893611,1043381783,50,15,2
1003893611,1083691612,417,25,3
1003893611,1093887358,192,23,5
1003893611,1124005731,802,34,6
1003893611,1154350569,86,16,2
1003893611,1437368891,462,42,0
1003893611,1437374600,435,25,0
1003893611,1518948165,125,19,4
1003893611,1720062524,5012,147,445
1003893611,1720221211,131,16,0
1003893611,1750445342,74,11,0
1003893611,1770581084,465,39,4
1003893611,1790814291,55,16,1
1003893611,1891849261,49,14,2
1003893611,1942233481,42,11,0
1003893611,1942284765,449,38,56
1003893611,1942307822,397,42,7
1003893611,1982867529,169,67,62
1003911058,1003029950,904,46,0
1003911058,1023025715,79,16,4
1003911058,1023069622,954,133,48
1003911058,1043209315,90,17,5
1003911058,1043292865,256,15,3
1003911058,1053336354,116,29,15
1003911058,1053363119,24946,749,3731
1003911058,1063633055,82,18,0
1003911058,1073567079,141,23,0
1003911058,1083635742,135,22,0
1003911058,1104812825,89,17,5
1003911058,1104858927,107,12,0
1003911058,1114914322,149,39,6
1003911058,1124025507,207,13,18
1003911058,1124355144,84,11,3
1003911058,1144210303,97,20,9
1003911058,1144245903,67,18,0
1003911058,1144250416,62,12,0
1003911058,1154370781,604,116,35
1003911058,1164532172,124,30,9
1003911058,1174511919,281,24,0
1003911058,1184606956,235,25,2
1003911058,1184684177,64,15,0
1003911058,1194847186,1519,148,21
1003911058,1215112065,165,13,1
1003911058,1235121807,405,22,1
1003911058,1235129693,71,13,6
1003911058,1235188426,58,12,0
1003911058,1245226182,534,90,36
1003911058,1245337138,1267,134,21
1003911058,1255593307,104,20,2
1003911058,1265428999,117,23,4
1003911058,1265429211,73,13,1
1003911058,1265457022,529,70,31
1003911058,1275558637,198,40,8
1003911058,1275869117,171,23,7
1003911058,1285703686,167,12,0
1003911058,1285797753,37,14,8
1003911058,1285938050,247,20,3
1003911058,1295723088,174,27,4
1003911058,1316942048,242,18,1
1003911058,1316965692,209,44,14
1003911058,1356332878,84,17,4
1003911058,1356334296,617,82,21
1003911058,1356338008,113,18,5
1003911058,1366421885,147,23,0
1003911058,1366623506,162,14,2
1003911058,1376530576,108,24,2
1003911058,1376766253,604,118,35
1003911058,1386669174,89,15,0
1003911058,1396731238,658,125,45
1003911058,1396919767,165,27,11
1003911058,1407838170,175,16,5
1003911058,1417944687,169,37,7
1003911058,1417968629,552,51,3
1003911058,1427068907,116,12,1
1003911058,1427272970,110,11,3
1003911058,1437177714,291,39,10
1003911058,1457340739,151,26,8
1003911058,1467405324,142,12,2
1003911058,1487609236,219,14,2
1003911058,1487624482,455,51,2
1003911058,1497702781,1348,131,28
1003911058,1497775662,65,21,4
1003911058,1508835299,82,16,0
1003911058,1518979426,138,19,3
1003911058,1528006020,1173,211,30
1003911058,1528040292,83,14,0
1003911058,1538432471,108,14,1
1003911058,1548285901,86,18,2
1003911058,1548287121,384,71,36
1003911058,1548294945,246,32,0
1003911058,1558319434,153,13,4
1003911058,1568458313,84,12,0
1003911058,1588650428,569,104,54
1003911058,1588689368,354,64,15
1003911058,1598754145,244,33,14
1003911058,1609118397,145,15,8
1003911058,1639158157,113,18,0
1003911058,1639198278,55,19,2
1003911058,1639433980,203,14,1
1003911058,1649211194,155,15,0
1003911058,1649298928,164,30,11
1003911058,1659368652,2302,225,56
1003911058,1659475895,102,16,0
1003911058,1669468518,100,14,2
1003911058,1669490900,78,25,6
1003911058,1679569503,240,45,10
1003911058,1679700447,320,45,5
1003911058,1689600439,60,13,0
1003911058,1699743484,76,13,0
1003911058,1699756486,66,14,0
1003911058,1700984275,538,47,3
1003911058,1700998788,826,90,15
1003911058,1710976535,334,11,3
1003911058,1720094220,1111,150,37
1003911058,1730176942,140,20,5
1003911058,1740544097,85,19,8
1003911058,1760400790,271,39,6
1003911058,1770605214,83,24,0
1003911058,1770611667,418,18,5
1003911058,1780608406,143,20,1
1003911058,1780622423,245,30,6
1003911058,1780696401,1760,176,19
1003911058,1780729400,180,22,2
1003911058,1780947143,155,14,3
1003911058,1790796977,367,35,2
1003911058,1801150974,80,14,5
1003911058,1801806203,696,64,6
1003911058,1801813498,56,11,1
1003911058,1801814173,214,22,5
1003911058,1811005606,32,11,3
1003911058,1811980311,162,14,1
1003911058,1811983539,582,108,52
1003911058,1821080888,185,36,4
1003911058,1821438417,54,11,2
1003911058,1851324941,1459,140,13
1003911058,1851387781,716,137,55
1003911058,1851621064,86,14,0
1003911058,1861489072,153,23,7
1003911058,1861509333,101,20,0
1003911058,1871754473,213,36,10
1003911058,1891704409,356,65,24
1003911058,1891782074,623,134,52
1003911058,1902824287,433,68,12
1003911058,1902893951,98,16,0
1003911058,1902893969,104,18,1
1003911058,1912011982,133,24,0
1003911058,1912228115,227,38,14
1003911058,1912911017,365,64,19
1003911058,1912922329,240,55,10
1003911058,1922070218,131,12,0
1003911058,1922095686,52,17,3
1003911058,1922204023,72,14,0
1003911058,1922234343,787,66,7
1003911058,1932197142,102,12,1
1003911058,1932304367,330,46,7
1003911058,1952331464,82,11,0
1003911058,1952348047,746,94,5
1003911058,1952398166,176,26,4
1003911058,1962580480,115,21,13
1003911058,1972538445,33,11,0
1003911058,1982667101,456,23,3
1003911058,1982686754,175,24,3
1003911058,1992147656,376,48,4
1003914391,1053487025,141,20,7
1003914391,1104143072,323,40,0
1003914391,1205909702,273,28,0
1003914391,1215915590,232,31,3
1003914391,1336193739,109,13,0
1003914391,1336435593,108,14,0
1003914391,1427332378,80,13,0
1003914391,1437368891,591,36,0
1003914391,1457466823,182,30,0
1003914391,1558570648,43,13,0
1003914391,1578769428,200,18,0
1003914391,1699778290,191,30,8
1003914391,1700863339,191,27,3
1003914391,1710050208,356,28,1
1003914391,1720062524,114,21,1
1003914391,1811091366,397,27,3
1003914391,1891849261,544,48,26
1003914391,1942284765,3269,102,388
1003935453,1023046638,48,11,0
1003935453,1023339348,32,11,0
1003935453,1083691612,319,26,1
1003935453,1124005731,632,38,4
1003935453,1154350569,70,18,6
1003935453,1154375764,48,17,7
1003935453,1437368891,163,19,0
1003935453,1437374600,128,19,0
1003935453,1518948165,52,14,0
1003935453,1720062524,2430,65,144
1003935453,1720221211,331,35,1
1003935453,1750445342,35,14,0
1003935453,1770581084,119,13,0
1003935453,1790814291,77,24,9
1003935453,1942307822,402,31,0
1003935453,1962526988,80,17,2
1003971037,1366731218,258,14,1
1003971037,1386758860,303,22,1
1003971037,1417975061,810,35,7
1003971037,1619077476,124,11,3
1003971037,1841209368,130,11,2
1003972043,1528062429,99,24,24
1003987595,1053363119,144,15,10
1003987595,1952348047,108,15,14
1003995713,1023153103,149,34,19
1003995713,1043207533,72,13,12
1003995713,1053491019,266,36,16
1003995713,1104185214,195,13,9
1003995713,1114912094,284,20,1
1003995713,1154318582,76,14,9
1003995713,1154373769,156,47,58
1003995713,1154460194,459,18,2
1003995713,1164504403,87,12,17
1003995713,1164537544,298,50,40
1003995713,1174598684,157,11,0
1003995713,1174830673,602,18,7
1003995713,1184665663,4478,168,397
1003995713,1194980680,542,29,17
1003995713,1225190143,104,25,23
1003995713,1255302717,186,29,16
1003995713,1265470298,101,19,0
1003995713,1306010962,406,73,62
1003995713,1306866686,35,15,19
1003995713,1326035759,204,20,21
1003995713,1326035809,95,16,12
1003995713,1356446397,130,16,21
1003995713,1366641060,153,32,11
1003995713,1417170580,48,14,19
1003995713,1417975061,99,17,38
1003995713,1447247770,97,22,18
1003995713,1447247929,125,29,26
1003995713,1477553139,131,26,6
1003995713,1487799110,357,30,27
1003995713,1508187360,69,15,7
1003995713,1508970971,339,55,59
1003995713,1538153564,675,19,0
1003995713,1639449796,53,13,10
1003995713,1649389503,256,17,20
1003995713,1700991163,314,55,54
1003995713,1720039076,49,15,12
1003995713,1740395110,133,31,16
1003995713,1760602866,204,34,19
1003995713,1841287273,91,16,6
1003995713,1841305208,262,48,31
1003995713,1881646495,245,57,75
1003995713,1891881231,713,15,1
1003995713,1902816820,195,40,22
1003995713,1902943137,256,26,12
1003995713,1922015866,462,15,3
1013003938,1003893611,65,12,0
1013003938,1023046638,67,12,6
1013003938,1023339348,125,19,2
1013003938,1083691612,180,22,22
1013003938,1093887358,192,13,0
1013003938,1124005731,382,24,5
1013003938,1154350569,55,18,1
1013003938,1437374600,108,13,2
1013003938,1518948165,100,18,24
1013003938,1720062524,1998,55,205
1013003938,1720221211,135,14,6
1013003938,1770581084,709,27,19
1013003938,1790814291,104,19,1
1013003938,1942307822,261,24,6
1013007640,1053363119,1082,47,114
1013007640,1154370781,51,18,1
1013007640,1184605313,627,23,26
1013007640,1245226182,72,11,3
1013007640,1265460661,854,33,23
1013007640,1376766253,31,12,0
1013007640,1396731238,43,15,5
1013007640,1528006020,120,21,4
1013007640,1588650428,70,15,3
1013007640,1811983539,47,15,1
1013007640,1851334346,1255,31,32
1013007640,1851387781,41,17,7
1013007640,1891715942,563,33,22
1013007640,1891782074,38,13,1
1013007640,1952528499,371,25,10
1013030691,1013938729,73,16,5
1013030691,1023076007,25,11,8
1013030691,1053363119,37,22,1
1013030691,1093746596,27,11,11
1013030691,1093778029,40,11,9
1013030691,1114151073,21,11,1
1013030691,1134160120,45,12,20
1013030691,1154312221,95,26,4
1013030691,1174511919,60,29,8
1013030691,1205801586,434,110,233
1013030691,1275718769,13,11,0
1013030691,1306974191,23,12,1
1013030691,1316953409,37,12,0
1013030691,1366443871,107,19,42
1013030691,1417975061,673,207,208
1013030691,1437382678,21,14,0
1013030691,1477653228,38,25,5
1013030691,1538169321,104,20,20
1013030691,1548220213,67,15,4
1013030691,1578522694,83,18,1
1013030691,1619077476,106,44,10
1013030691,1659475895,45,26,3
1013030691,1689006942,47,27,0
1013030691,1710179494,46,21,10
1013030691,1770664898,49,24,13
1013030691,1770685000,30,11,9
1013030691,1780729400,31,16,2
1013030691,1841209368,53,17,8
1013030691,1861482903,66,27,3
1013030691,1871530022,41,11,0
1013030691,1871708297,44,16,2
1013030691,1902840812,37,15,19
1013030691,1932157245,45,15,19
1013030691,1952348047,21,13,1
1013030691,1972538445,24,20,2
1013030691,1982666137,81,18,1
1013037068,1063567691,118,23,28
1013037068,1437368891,28,13,2
1013055698,1053363119,292,50,2
1013055698,1528006020,76,27,1
1013055698,1548213077,81,27,38
1013055698,1629015722,74,22,33
1013055698,1891782074,44,16,2
1013055698,1952348047,28,13,0
1013059997,1205935210,31,13,9
1013059997,1225101041,588,38,59
1013059997,1295707826,59,16,12
1013059997,1326275082,39,15,6
1013059997,1437368891,79,14,0
1013059997,1598737397,41,11,11
1013059997,1871754473,25,11,2
1013144963,1013905660,177,24,40
1013144963,1053363119,463,35,82
1013144963,1063567691,508,50,90
1013144963,1275794778,94,13,4
1013144963,1285678938,61,12,0
1013144963,1336158401,41,12,10
1013144963,1437368891,214,38,17
1013144963,1508887019,78,19,22
1013144963,1619005683,33,11,9
1013144963,1760472203,50,11,0
1013144963,1841402336,36,15,8
1013144963,1871754473,100,18,31
1013147693,1053363119,125,31,6
1013147693,1205892197,30,27,28
1013147693,1245515188,45,15,8
1013147693,1285855676,27,13,0
1013147693,1316942048,73,59,63
1013147693,1497783260,48,27,30
1013147693,1528006020,16,13,0
1013147693,1821073735,11,11,10
1013147693,1902065816,20,11,10
1013172584,1093880841,37,16,1
1013172584,1205809878,30,11,0
1013172584,1205935210,23,14,0
1013172584,1225101041,2331,195,422
1013172584,1285930933,61,12,0
1013172584,1295707826,111,52,3
1013172584,1326275082,91,46,0
1013172584,1386686582,47,20,2
1013172584,1437368891,261,69,1
1013172584,1558570648,41,22,0
1013172584,1588636070,62,12,3
1013172584,1598737397,132,52,0
1013172584,1689644288,33,13,0
1013172584,1760736672,40,18,2
1013172584,1790755239,64,24,0
1013172584,1831446707,97,41,1
1013172584,1841566684,84,41,0
1013172584,1942233481,66,16,0
1013233758,1013353408,62,12,1
1013233758,1023025715,61,26,14
1013233758,1023069622,469,254,237
1013233758,1033146709,33,16,5
1013233758,1043209315,26,23,2
1013233758,1043292865,32,12,4
1013233758,1043536949,41,18,1
1013233758,1053336354,72,28,10
1013233758,1053363119,2830,519,572
1013233758,1053418004,178,65,30
1013233758,1073509063,60,13,5
1013233758,1073567079,22,11,1
1013233758,1083635742,59,21,11
1013233758,1083867592,81,23,5
1013233758,1104188093,63,21,2
1013233758,1104812825,36,19,8
1013233758,1104858927,25,12,10
1013233758,1104923184,105,29,2
1013233758,1114914322,51,31,25
1013233758,1124025507,135,31,0
1013233758,1124054655,168,19,5
1013233758,1134379159,245,79,40
1013233758,1144210303,25,20,5
1013233758,1144245903,77,57,56
1013233758,1144250416,46,12,12
1013233758,1154370781,383,176,96
1013233758,1164462834,150,25,4
1013233758,1164532172,82,62,2
1013233758,1164686291,23,14,1
1013233758,1174511919,44,25,1
1013233758,1174512305,62,25,9
1013233758,1184606956,61,17,1
1013233758,1194964239,40,22,5
1013233758,1215112065,39,11,6
1013233758,1225248669,30,14,4
1013233758,1235121807,91,15,1
1013233758,1235129693,51,31,30
1013233758,1235188426,20,12,1
1013233758,1235579004,82,28,0
1013233758,1245226182,292,126,75
1013233758,1245268002,117,21,1
1013233758,1245544394,55,20,3
1013233758,1255485876,51,20,6
1013233758,1265428999,31,21,13
1013233758,1265429211,29,16,12
1013233758,1265457022,112,70,38
1013233758,1275558637,124,69,35
1013233758,1275633091,121,34,13
1013233758,1275869117,240,63,19
1013233758,1285732305,28,13,0
1013233758,1285797753,27,20,3
1013233758,1285938050,27,12,1
1013233758,1295723088,41,29,15
1013233758,1295729713,33,13,1
1013233758,1295770972,98,20,4
1013233758,1306985346,33,19,8
1013233758,1316965692,181,62,37
1013233758,1336138262,142,30,5
1013233758,1336246396,172,60,26
1013233758,1346200227,17,15,1
1013233758,1356332878,51,19,2
1013233758,1356338008,29,18,13
1013233758,1356578306,44,24,7
1013233758,1366623506,143,18,2
1013233758,1366695736,43,12,0
1013233758,1376530576,60,34,20
1013233758,1376766253,263,141,68
1013233758,1386669174,37,23,7
1013233758,1396731238,293,156,76
1013233758,1396919767,54,27,14
1013233758,1417944687,59,33,24
1013233758,1417975061,81,21,2
1013233758,1417986274,25,16,1
1013233758,1427074129,33,12,2
1013233758,1427155423,74,19,0
1013233758,1427272970,80,16,1
1013233758,1437177714,98,60,43
1013233758,1447283767,140,29,0
1013233758,1447418132,184,58,20
1013233758,1457340739,34,24,16
1013233758,1477579571,295,93,40
1013233758,1477879393,39,13,2
1013233758,1487609236,58,17,0
1013233758,1487933297,92,44,18
1013233758,1497775662,25,21,2
1013233758,1508937947,18,15,0
1013233758,1518979426,121,54,0
1013233758,1528006020,165,82,6
1013233758,1528034733,111,19,3
1013233758,1528083334,45,14,2
1013233758,1548285901,46,12,3
1013233758,1548287121,184,103,74
1013233758,1548294945,26,19,9
1013233758,1558319434,104,18,3
1013233758,1558432773,23,15,0
1013233758,1568428555,84,30,20
1013233758,1568458313,54,31,27
1013233758,1568751477,84,37,6
1013233758,1588633150,23,13,2
1013233758,1588650428,247,114,62
1013233758,1588689368,101,63,32
1013233758,1588747380,84,14,1
1013233758,1598713554,91,21,4
1013233758,1598754145,57,34,18
1013233758,1598862476,117,17,1
1013233758,1609118397,35,25,0
1013233758,1629011218,36,15,5
1013233758,1639198278,21,16,1
1013233758,1639376924,260,100,39
1013233758,1649215419,295,92,31
1013233758,1649298928,65,38,9
1013233758,1649325127,276,103,51
1013233758,1659475895,26,16,2
1013233758,1669468518,24,20,13
1013233758,1669475166,133,46,4
1013233758,1669490900,36,20,6
1013233758,1699756486,29,17,14
1013233758,1710033311,42,19,5
1013233758,1710148705,23,14,2
1013233758,1730176942,43,22,14
1013233758,1760400790,67,38,1
1013233758,1760773436,121,44,10
1013233758,1770611667,207,19,3
1013233758,1780622423,75,23,4
1013233758,1780729400,31,11,0
1013233758,1801021290,72,20,0
1013233758,1801043013,31,11,7
1013233758,1801814173,53,30,12
1013233758,1811983539,299,148,83
1013233758,1831271477,242,85,37
1013233758,1851387781,390,187,131
1013233758,1851412340,29,19,2
1013233758,1851621064,180,34,7
1013233758,1861482903,26,16,9
1013233758,1861489072,58,29,23
1013233758,1861509333,31,14,0
1013233758,1861709073,143,35,10
1013233758,1871649558,37,26,0
1013233758,1871754473,214,117,48
1013233758,1871825422,152,13,0
1013233758,1871896894,45,20,1
1013233758,1891704409,131,73,35
1013233758,1891782074,259,146,72
1013233758,1891797437,34,14,6
1013233758,1891893921,94,30,8
1013233758,1891978599,71,18,2
1013233758,1902824287,145,80,46
1013233758,1902888688,70,14,4
1013233758,1902893951,54,28,27
1013233758,1902893969,48,29,15
1013233758,1912011982,52,24,0
1013233758,1912911017,231,90,46
1013233758,1912922329,108,61,32
1013233758,1912965021,16,15,0
1013233758,1912989781,30,14,5
1013233758,1922095686,19,17,0
1013233758,1932197142,37,23,18
1013233758,1942428354,166,60,25
1013233758,1952348047,116,55,1
1013233758,1952398166,71,38,15
1013233758,1962580480,41,14,0
1013233758,1972538445,19,13,0
1013233758,1982667101,108,23,2
1013233758,1982686754,48,33,20
1013233758,1982814208,34,18,3
1013233758,1992147656,41,20,0
1013233758,1992712442,36,11,0
1013233758,1992728422,34,12,5
1013233758,1992803019,65,13,1
1013245794,1679718019,77,18,31
1013251545,1033144639,22,20,2
1013251545,1093924458,44,31,24
1013251545,1235228859,14,12,1
1013251545,1245266444,13,12,0
1013251545,1316962053,11,11,4
1013251545,1386677284,30,24,4
1013251545,1407895949,44,12,12
1013251545,1437368891,541,83,3
1013251545,1508068636,44,11,14
1013251545,1508803867,22,17,4
1013251545,1558570648,71,57,54
1013251545,1770520389,11,11,1
1013251545,1841450079,12,11,0
1013251545,1952326647,18,13,0
1013285618,1023069622,78,30,0
1013285618,1053336354,94,35,8
1013285618,1053363119,845,189,27
1013285618,1053418004,23,11,3
1013285618,1083635742,126,41,12
1013285618,1093835829,35,11,0
1013285618,1093968372,49,11,0
1013285618,1154370781,118,50,10
1013285618,1164532172,16,14,0
1013285618,1174511919,19,14,0
1013285618,1215112065,29,11,0
1013285618,1225248669,94,32,7
1013285618,1235121807,104,15,0
1013285618,1245226182,121,30,6
1013285618,1265457022,118,65,36
1013285618,1275558637,145,34,8
1013285618,1285797753,20,12,4
1013285618,1316965692,54,28,6
1013285618,1336138262,58,16,0
1013285618,1356332878,37,19,3
1013285618,1376766253,85,40,7
1013285618,1386669174,98,27,1
1013285618,1396731238,86,45,10
1013285618,1396763322,23,12,1
1013285618,1407838170,35,11,3
1013285618,1417975061,46,11,0
1013285618,1427272970,69,13,0
1013285618,1437177714,129,42,16
1013285618,1477586733,35,13,0
1013285618,1497775662,17,12,3
1013285618,1528006020,89,50,3
1013285618,1528062429,146,23,0
1013285618,1528083334,63,26,1
1013285618,1548285901,50,25,5
1013285618,1548287121,193,81,45
1013285618,1548294945,96,33,2
1013285618,1588650428,117,29,7
1013285618,1588689368,113,53,25
1013285618,1639198278,32,21,0
1013285618,1649298928,73,37,5
1013285618,1669475166,35,15,0
1013285618,1669490900,55,36,28
1013285618,1710033311,20,12,3
1013285618,1760400790,88,41,0
1013285618,1801814173,95,36,6
1013285618,1811983539,90,38,14
1013285618,1851387781,118,49,15
1013285618,1851412340,15,11,0
1013285618,1861410151,27,11,0
1013285618,1871754473,23,16,0
1013285618,1891704409,57,35,8
1013285618,1891782074,107,48,2
1013285618,1902824287,145,67,41
1013285618,1912011982,66,28,1
1013285618,1912911017,155,71,46
1013285618,1912922329,131,68,47
1013285618,1952348047,75,44,1
1013285618,1962420992,35,15,1
1013285618,1962580480,21,11,4
1013285618,1982686754,27,14,4
1013285618,1992147656,25,11,0
1013353408,1023069622,49,16,0
1013353408,1053363119,1422,88,74
1013353408,1154370781,61,26,4
1013353408,1164462834,439,12,1
1013353408,1164532172,29,12,2
1013353408,1174512305,95,19,10
1013353408,1245226182,43,14,1
1013353408,1376766253,54,24,1
1013353408,1396731238,52,22,0
1013353408,1528006020,168,44,12
1013353408,1568428555,220,21,4
1013353408,1588650428,50,15,3
1013353408,1679569503,39,11,0
1013353408,1811983539,80,21,7
1013353408,1851387781,71,24,4
1013353408,1891782074,49,16,1
1013353408,1891797437,46,14,4
1013353408,1952348047,91,16,0
1013902758,1013916790,120,15,4
1013902758,1013946052,348,38,6
1013902758,1023054061,843,17,2
1013902758,1053363119,514,30,0
1013902758,1063422145,83,11,0
1013902758,1083664981,582,18,3
1013902758,1093043234,548,15,2
1013902758,1093835829,3307,173,171
1013902758,1124326475,513,20,2
1013902758,1134475296,51,11,0
1013902758,1144225798,939,22,6
1013902758,1154318889,86,13,0
1013902758,1174502603,109,12,1
1013902758,1215058177,441,14,4
1013902758,1245368695,291,26,0
1013902758,1295059921,57,11,0
1013902758,1295730323,285,13,0
1013902758,1336185081,353,33,5
1013902758,1386661270,355,20,0
1013902758,1396946794,561,33,3
